bioproject_accession	biosample_accession	env_broad_scale	env_local_scale	env_medium
PRJNA1002763	SAMN36852700			
PRJNA1002763	SAMN36852701			
PRJNA1002763	SAMN36852702			
PRJNA1002763	SAMN36852703			
PRJNA1002763	SAMN36852704			
PRJNA1002763	SAMN36852705			
PRJNA1002763	SAMN36852706			
PRJNA1002763	SAMN36852707			
PRJNA1002763	SAMN36852708			
PRJNA1002763	SAMN36852709			
PRJNA1002763	SAMN36852710			
PRJNA1002763	SAMN36852711			
PRJNA1002763	SAMN36852712			
PRJNA1002763	SAMN36852713			
PRJNA1002763	SAMN36852714			
PRJNA1002763	SAMN36852715			
PRJNA1002763	SAMN36852716			
PRJNA1002763	SAMN36852717			
PRJNA1002763	SAMN36852718			
PRJNA1002763	SAMN36852719			
PRJNA1002763	SAMN36852720			
PRJNA1002763	SAMN36852721			
PRJNA1002763	SAMN36852722			
PRJNA1002763	SAMN36852723			
PRJNA1002763	SAMN36852724			
PRJNA1002763	SAMN36852725			
PRJNA1002763	SAMN36852726			
PRJNA1002763	SAMN36852727			
PRJNA1002763	SAMN36852728			
PRJNA1002763	SAMN36852729			
PRJNA1002763	SAMN36852730			
PRJNA1002763	SAMN36852731			
PRJNA1002763	SAMN36852732			
PRJNA1002763	SAMN36852733			
PRJNA1002763	SAMN36852734			
PRJNA1002763	SAMN36852735			
PRJNA1002763	SAMN36852736			
PRJNA1002763	SAMN36852737			
PRJNA1002763	SAMN36852738			
PRJNA1002763	SAMN36852739			
PRJNA1002763	SAMN36852740			
PRJNA1002763	SAMN36852741			
PRJNA1002763	SAMN36852742			
PRJNA1002763	SAMN36852743			
PRJNA1002763	SAMN36852744			
PRJNA1002763	SAMN36852745			
PRJNA1002763	SAMN36852746			
PRJNA1002763	SAMN36852747			
PRJNA1002763	SAMN36852748			
PRJNA1002763	SAMN36852749			
PRJNA1002763	SAMN36852750			
PRJNA1002763	SAMN36852751			
PRJNA1002763	SAMN36852752			
PRJNA1002763	SAMN36852753			
PRJNA1002763	SAMN36852754			
PRJNA1002763	SAMN36852755			
PRJNA1002763	SAMN36852756			
PRJNA1002763	SAMN36852757			
PRJNA1002763	SAMN36852758			
PRJNA1002763	SAMN36852759			
PRJNA1002763	SAMN36852760			
PRJNA1002763	SAMN36852761			
PRJNA1002763	SAMN36852762			
PRJNA1002763	SAMN36852763			
PRJNA1002763	SAMN36852764			
PRJNA1002763	SAMN36852765			
PRJNA1002763	SAMN36852766			
PRJNA1002763	SAMN36852767			
PRJNA1002763	SAMN36852768			
PRJNA1002763	SAMN36852769			
PRJNA1002763	SAMN36852770			
PRJNA1002763	SAMN36852771			
PRJNA1002763	SAMN36852772			
PRJNA1002763	SAMN36852773			
PRJNA1002763	SAMN36852774			
PRJNA1002763	SAMN36852775			
PRJNA1002763	SAMN36852776			
PRJNA1002763	SAMN36852777			
PRJNA1002763	SAMN36852778			
PRJNA1002763	SAMN36852779			
PRJNA1002763	SAMN36852780			
PRJNA1002763	SAMN36852781			
PRJNA1002763	SAMN36852782			
PRJNA1002763	SAMN36852783			
PRJNA1002763	SAMN36852784			
PRJNA1014704	SAMN37338832			
PRJNA1014704	SAMN37338833			
PRJNA1014704	SAMN37338834			
PRJNA1014704	SAMN37338835			
PRJNA1014704	SAMN37338836			
PRJNA1014704	SAMN37338837			
PRJNA1014704	SAMN37338838			
PRJNA1014704	SAMN37338839			
PRJNA1014704	SAMN37338840			
PRJNA1014704	SAMN37338841			
PRJNA1014704	SAMN37338842			
PRJNA1014704	SAMN37338843			
PRJNA1014704	SAMN37338844			
PRJNA1014704	SAMN37338845			
PRJNA1014704	SAMN37338846			
PRJNA1014704	SAMN37338847			
PRJNA1014704	SAMN37338848			
PRJNA1014704	SAMN37338849			
PRJNA1014704	SAMN37338850			
PRJNA1014704	SAMN37338851			
PRJNA1014704	SAMN37338852			
PRJNA1014704	SAMN37338853			
PRJNA1014704	SAMN37338854			
PRJNA1014704	SAMN37338855			
PRJNA1014704	SAMN37338856			
PRJNA1014704	SAMN37338857			
PRJNA1014704	SAMN37338858			
PRJNA1014704	SAMN37338859			
PRJNA1014704	SAMN37338860			
PRJNA1014704	SAMN37338861			
PRJNA1014704	SAMN37338862			
PRJNA1014704	SAMN37338863			
PRJNA1014704	SAMN37338864			
PRJNA1014704	SAMN37338865			
PRJNA1014704	SAMN37338866			
PRJNA1014704	SAMN37338867			
PRJNA1014704	SAMN37338868			
PRJNA1014704	SAMN37338869			
PRJNA1014704	SAMN37338870			
PRJNA1014704	SAMN37338871			
PRJNA1014704	SAMN37338872			
PRJNA1014704	SAMN37338873			
PRJNA1014704	SAMN37338874			
PRJNA1014704	SAMN37338875			
PRJNA1014704	SAMN37338876			
PRJNA1014704	SAMN37338877			
PRJNA1014704	SAMN37338878			
PRJNA1014704	SAMN37338879			
PRJNA1014704	SAMN37338880			
PRJNA1014704	SAMN37338881			
PRJNA1014704	SAMN37338882			
PRJNA1014704	SAMN37338883			
PRJNA1014704	SAMN37338884			
PRJNA1014704	SAMN37338885			
PRJNA1014704	SAMN37338886			
PRJNA1014704	SAMN37338887			
PRJNA1014704	SAMN37338888			
PRJNA1014704	SAMN37338889			
PRJNA1014704	SAMN37338890			
PRJNA1014704	SAMN37338891			
PRJNA1014704	SAMN37338892			
PRJNA1014704	SAMN37338893			
PRJNA1014704	SAMN37338894			
PRJNA1014704	SAMN37338895			
PRJNA1014704	SAMN37338896			
PRJNA1014704	SAMN37338897			
PRJNA1014704	SAMN37338898			
PRJNA1014704	SAMN37338899			
PRJNA1014704	SAMN37338900			
PRJNA1014704	SAMN37338901			
PRJNA1014704	SAMN37338902			
PRJNA1014704	SAMN37338903			
PRJNA1014704	SAMN37338904			
PRJNA1014704	SAMN37338905			
PRJNA1014704	SAMN37338906			
PRJNA1014704	SAMN37338907			
PRJNA1014704	SAMN37338908			
PRJNA1014704	SAMN37338909			
PRJNA1014704	SAMN37338910			
PRJNA1014704	SAMN37338911			
PRJNA1014704	SAMN37338912			
PRJNA1014704	SAMN37338913			
PRJNA1014704	SAMN37338914			
PRJNA1014704	SAMN37338915			
PRJNA1014704	SAMN37338916			
PRJNA1014704	SAMN37338917			
PRJNA1014704	SAMN37338918			
PRJNA1014704	SAMN37338919			
PRJNA1014704	SAMN37338920			
PRJNA1014704	SAMN37338921			
PRJNA1014704	SAMN37338922			
PRJNA1014704	SAMN37338923			
PRJNA1014704	SAMN37338924			
PRJNA1014704	SAMN37338925			
PRJNA1014704	SAMN37338926			
PRJNA1014704	SAMN37338927			
PRJNA1014704	SAMN37338928			
PRJNA1014704	SAMN37338929			
PRJNA1014704	SAMN37338930			
PRJNA1014704	SAMN37338931			
PRJNA1014704	SAMN37338932			
PRJNA1014704	SAMN37338933			
PRJNA1014704	SAMN37338934			
PRJNA1014704	SAMN37338935			
PRJNA1014704	SAMN37338936			
PRJNA1014704	SAMN37338937			
PRJNA1014704	SAMN37338938			
PRJNA1014704	SAMN37338939			
PRJNA1014704	SAMN37338940			
PRJNA1014704	SAMN37338941			
PRJNA1014704	SAMN37338942			
PRJNA1014704	SAMN37338943			
PRJNA1014704	SAMN37338944			
PRJNA1014704	SAMN37338945			
PRJNA1014704	SAMN37338946			
PRJNA1014704	SAMN37338947			
PRJNA1014704	SAMN37338948			
PRJNA1014704	SAMN37338949			
PRJNA1014704	SAMN37338950			
PRJNA1014704	SAMN37338951			
PRJNA1014704	SAMN37338952			
PRJNA1014704	SAMN37338953			
PRJNA1014704	SAMN37338954			
PRJNA1014704	SAMN37338955			
PRJNA1014704	SAMN37338956			
PRJNA1014704	SAMN37338957			
PRJNA1014704	SAMN37338958			
PRJNA1014704	SAMN37338959			
PRJNA1014704	SAMN37338960			
PRJNA1014704	SAMN37338961			
PRJNA1014704	SAMN37338962			
PRJNA1014704	SAMN37338963			
PRJNA1014704	SAMN37338964			
PRJNA1014704	SAMN37338965			
PRJNA1014704	SAMN37338966			
PRJNA1014704	SAMN37338967			
PRJNA1014704	SAMN37338968			
PRJNA1014704	SAMN37338969			
PRJNA1014704	SAMN37338970			
PRJNA1014704	SAMN37338971			
PRJNA1014704	SAMN37338972			
PRJNA1014704	SAMN37338973			
PRJNA1014704	SAMN37338974			
PRJNA1014704	SAMN37338975			
PRJNA1014704	SAMN37338976			
PRJNA1014704	SAMN37338977			
PRJNA1014704	SAMN37338978			
PRJNA1014704	SAMN37338979			
PRJNA1014704	SAMN37338980			
PRJNA1014704	SAMN37338981			
PRJNA1014704	SAMN37338982			
PRJNA1014704	SAMN37338983			
PRJNA1014704	SAMN37338984			
PRJNA1014704	SAMN37338985			
PRJNA1014704	SAMN37338986			
PRJNA1014704	SAMN37338987			
PRJNA1014704	SAMN37338988			
PRJNA1014704	SAMN37338989			
PRJNA1014704	SAMN37338990			
PRJNA1014704	SAMN37338991			
PRJNA1014704	SAMN37338992			
PRJNA1014704	SAMN37338993			
PRJNA1014704	SAMN37338994			
PRJNA1014704	SAMN37338995			
PRJNA1014704	SAMN37338996			
PRJNA1014704	SAMN37338997			
PRJNA1014704	SAMN37338998			
PRJNA1014704	SAMN37338999			
PRJNA1014704	SAMN37339000			
PRJNA1014704	SAMN37339001			
PRJNA1014704	SAMN37339002			
PRJNA1014704	SAMN37339003			
PRJNA1014704	SAMN37339004			
PRJNA1014704	SAMN37339005			
PRJNA1014704	SAMN37339006			
PRJNA1014704	SAMN37339007			
PRJNA1014704	SAMN37339008			
PRJNA1014704	SAMN37339009			
PRJNA1014704	SAMN37339010			
PRJNA1014704	SAMN37339011			
PRJNA1014704	SAMN37343920			
PRJNA1014704	SAMN37343921			
PRJNA1014704	SAMN37343922			
PRJNA1014704	SAMN37343923			
PRJNA1014704	SAMN37343924			
PRJNA1014704	SAMN37343925			
PRJNA1014704	SAMN37343926			
PRJNA1014704	SAMN37343927			
PRJNA1014704	SAMN37343928			
PRJNA1014704	SAMN37343929			
PRJNA1014704	SAMN37343930			
PRJNA1014704	SAMN37343931			
PRJNA1014704	SAMN37343932			
PRJNA1014704	SAMN37343933			
PRJNA1014704	SAMN37343934			
PRJNA1014704	SAMN37343935			
PRJNA1014704	SAMN37343936			
PRJNA1014704	SAMN37343937			
PRJNA1014704	SAMN37343938			
PRJNA1014704	SAMN37343939			
PRJNA1014704	SAMN37343940			
PRJNA1014704	SAMN37343941			
PRJNA1014704	SAMN37343942			
PRJNA1014704	SAMN37343943			
PRJNA1014704	SAMN37343944			
PRJNA1014704	SAMN37343945			
PRJNA1014704	SAMN37343946			
PRJNA1014704	SAMN37343947			
PRJNA1014704	SAMN37343948			
PRJNA1014704	SAMN37343949			
PRJNA1014704	SAMN37343950			
PRJNA1014704	SAMN37343951			
PRJNA1014704	SAMN37343952			
PRJNA1014704	SAMN37343953			
PRJNA1014704	SAMN37343954			
PRJNA1014704	SAMN37343955			
PRJNA1014704	SAMN37343956			
PRJNA1014704	SAMN37343957			
PRJNA1014704	SAMN37343958			
PRJNA1014704	SAMN37343959			
PRJNA1014704	SAMN37343960			
PRJNA1014704	SAMN37343961			
PRJNA1014704	SAMN37343962			
PRJNA1014704	SAMN37343963			
PRJNA1014704	SAMN37343964			
PRJNA1014704	SAMN37343965			
PRJNA1014704	SAMN37343966			
PRJNA1014704	SAMN37343967			
PRJNA1014704	SAMN37343968			
PRJNA1014704	SAMN37343969			
PRJNA1014704	SAMN37343970			
PRJNA1014704	SAMN37343971			
PRJNA1014704	SAMN37343972			
PRJNA1014704	SAMN37343973			
PRJNA1014704	SAMN37343974			
PRJNA1014704	SAMN37343975			
PRJNA1014704	SAMN37343976			
PRJNA1014704	SAMN37343977			
PRJNA1014704	SAMN37343978			
PRJNA1014704	SAMN37343979			
PRJNA660264	SAMN37474762			
PRJNA660264	SAMN37474763			
PRJNA660264	SAMN37474764			
PRJNA660264	SAMN37474765			
PRJNA660264	SAMN37474766			
PRJNA660264	SAMN37474767			
PRJNA660264	SAMN37474768			
PRJNA1000596	SAMN37684017	forest soil	forest soil	soil
PRJNA1000596	SAMN37684018	forest soil	forest soil	soil
PRJNA1000596	SAMN37684019	forest soil	forest soil	soil
PRJNA1000596	SAMN37684020	forest soil	forest soil	soil
PRJNA1000596	SAMN37684021	forest soil	forest soil	soil
PRJNA1000596	SAMN37684022	forest soil	forest soil	soil
PRJNA1000596	SAMN37684023	forest soil	forest soil	soil
PRJNA1000596	SAMN37684024	forest soil	forest soil	soil
PRJNA1000596	SAMN37684025	forest soil	forest soil	soil
PRJNA1000596	SAMN37684026	forest soil	forest soil	soil
PRJNA1000596	SAMN37684027	forest soil	forest soil	soil
PRJNA1000596	SAMN37684028	forest soil	forest soil	soil
PRJNA1000596	SAMN37684029	forest soil	forest soil	soil
PRJNA1000596	SAMN37684030	forest soil	forest soil	soil
PRJNA1000596	SAMN37684031	forest soil	forest soil	soil
PRJNA1000596	SAMN37684032	forest soil	forest soil	soil
PRJNA1000596	SAMN37684033	forest soil	forest soil	soil
PRJNA1000596	SAMN37684034	forest soil	forest soil	soil
PRJNA1000596	SAMN37684035	forest soil	forest soil	soil
PRJNA1000596	SAMN37684036	forest soil	forest soil	soil
PRJNA1000596	SAMN37684037	forest soil	forest soil	soil
PRJNA1000596	SAMN37684038	forest soil	forest soil	soil
PRJNA1000596	SAMN37684039	forest soil	forest soil	soil
PRJNA1000596	SAMN37684040	forest soil	forest soil	soil
PRJNA1000596	SAMN37684041	forest soil	forest soil	soil
PRJNA1000596	SAMN37684042	forest soil	forest soil	soil
PRJNA1000596	SAMN37684043	forest soil	forest soil	soil
PRJNA1000596	SAMN37684044	forest soil	forest soil	soil
PRJNA1000596	SAMN37684045	forest soil	forest soil	soil
PRJNA1000596	SAMN37684046	forest soil	forest soil	soil
PRJNA1000596	SAMN37684047	forest soil	forest soil	soil
PRJNA1000596	SAMN37684048	forest soil	forest soil	soil
PRJNA1000596	SAMN37684049	forest soil	forest soil	soil
PRJNA1000596	SAMN37684050	forest soil	forest soil	soil
PRJNA1000596	SAMN37684051	forest soil	forest soil	soil
PRJNA1000596	SAMN37684052	forest soil	forest soil	soil
PRJNA1000596	SAMN37684053	forest soil	forest soil	soil
PRJNA1000596	SAMN37684054	forest soil	forest soil	soil
PRJNA1000596	SAMN37684055	forest soil	forest soil	soil
PRJNA1000596	SAMN37684056	forest soil	forest soil	soil
PRJNA1000596	SAMN37684057	forest soil	forest soil	soil
PRJNA1000596	SAMN37684058	forest soil	forest soil	soil
PRJNA1000596	SAMN37684059	forest soil	forest soil	soil
PRJNA1000596	SAMN37684060	forest soil	forest soil	soil
PRJNA1000596	SAMN37684061	forest soil	forest soil	soil
PRJNA1000596	SAMN37684062	forest soil	forest soil	soil
PRJNA1000596	SAMN37684063	forest soil	forest soil	soil
PRJNA1000596	SAMN37684064	forest soil	forest soil	soil
PRJNA1000596	SAMN37684065	forest soil	forest soil	soil
PRJNA1000596	SAMN37684066	forest soil	forest soil	soil
PRJNA1000596	SAMN37684067	forest soil	forest soil	soil
PRJNA1000596	SAMN37684068	forest soil	forest soil	soil
PRJNA1000596	SAMN37684069	forest soil	forest soil	soil
PRJNA1000596	SAMN37684070	forest soil	forest soil	soil
PRJNA1000596	SAMN37684071	forest soil	forest soil	soil
PRJNA1000596	SAMN37684072	forest soil	forest soil	soil
PRJNA1000596	SAMN37684073	forest soil	forest soil	soil
PRJNA1000596	SAMN37684074	forest soil	forest soil	soil
PRJNA1000596	SAMN37684075	forest soil	forest soil	soil
PRJNA1000596	SAMN37684076	forest soil	forest soil	soil
PRJNA1000596	SAMN37684077	forest soil	forest soil	soil
PRJNA1000596	SAMN37684078	forest soil	forest soil	soil
PRJNA1000596	SAMN37684079	forest soil	forest soil	soil
PRJNA1000596	SAMN37684080	forest soil	forest soil	soil
PRJNA1000596	SAMN37684081	forest soil	forest soil	soil
PRJNA1000596	SAMN37684082	forest soil	forest soil	soil
PRJNA1000596	SAMN37684083	forest soil	forest soil	soil
PRJNA1000596	SAMN37684084	forest soil	forest soil	soil
PRJNA1000596	SAMN37684085	forest soil	forest soil	soil
PRJNA1000596	SAMN37684086	forest soil	forest soil	soil
PRJNA1000596	SAMN37684087	forest soil	forest soil	soil
PRJNA1000596	SAMN37684088	forest soil	forest soil	soil
PRJNA1000596	SAMN37684089	forest soil	forest soil	soil
PRJNA1000596	SAMN37684090	forest soil	forest soil	soil
PRJNA1000596	SAMN37684091	forest soil	forest soil	soil
PRJNA1000596	SAMN37684092	forest soil	forest soil	soil
PRJNA1000596	SAMN37684093	forest soil	forest soil	soil
PRJNA1000596	SAMN37684094	forest soil	forest soil	soil
PRJNA1000596	SAMN37684095	forest soil	forest soil	soil
PRJNA1000596	SAMN37684096	forest soil	forest soil	soil
PRJNA1000596	SAMN37684097	forest soil	forest soil	soil
PRJNA1000596	SAMN37684098	forest soil	forest soil	soil
PRJNA1000596	SAMN37684099	forest soil	forest soil	soil
PRJNA1000596	SAMN37684100	forest soil	forest soil	soil
PRJNA1000596	SAMN37684101	forest soil	forest soil	soil
PRJNA1000596	SAMN37684102	forest soil	forest soil	soil
PRJNA1000596	SAMN37684103	forest soil	forest soil	soil
PRJNA1000596	SAMN37684104	forest soil	forest soil	soil
PRJNA1000596	SAMN37684105	forest soil	forest soil	soil
PRJNA1000596	SAMN37684106	forest soil	forest soil	soil
PRJNA1000596	SAMN37684107	forest soil	forest soil	soil
PRJNA1000596	SAMN37684108	forest soil	forest soil	soil
PRJNA1000596	SAMN37684109	forest soil	forest soil	soil
PRJNA1000596	SAMN37684110	forest soil	forest soil	soil
PRJNA1000596	SAMN37684111	forest soil	forest soil	soil
PRJNA1000596	SAMN37684112	forest soil	forest soil	soil
PRJNA1000596	SAMN37684113	forest soil	forest soil	soil
PRJNA1000596	SAMN37684114	forest soil	forest soil	soil
PRJNA1000596	SAMN37684115	forest soil	forest soil	soil
PRJNA1000596	SAMN37684116	forest soil	forest soil	soil
PRJNA1000596	SAMN37684117	forest soil	forest soil	soil
PRJNA1000596	SAMN37684118	forest soil	forest soil	soil
PRJNA1000596	SAMN37684119	forest soil	forest soil	soil
PRJNA1000596	SAMN37684120	forest soil	forest soil	soil
PRJNA1000596	SAMN37684121	forest soil	forest soil	soil
PRJNA1000596	SAMN37684122	forest soil	forest soil	soil
PRJNA1000596	SAMN37684123	forest soil	forest soil	soil
PRJNA1000596	SAMN37684124	forest soil	forest soil	soil
PRJNA1000596	SAMN37684125	forest soil	forest soil	soil
PRJNA1000596	SAMN37684126	forest soil	forest soil	soil
PRJNA1000596	SAMN37684127	forest soil	forest soil	soil
PRJNA1000596	SAMN37684128	forest soil	forest soil	soil
PRJNA1000596	SAMN37684129	forest soil	forest soil	soil
PRJNA1000596	SAMN37684130	forest soil	forest soil	soil
PRJNA1000596	SAMN37684131	forest soil	forest soil	soil
PRJNA1000596	SAMN37684132	forest soil	forest soil	soil
PRJNA1000596	SAMN37684133	forest soil	forest soil	soil
PRJNA1000596	SAMN37684134	forest soil	forest soil	soil
PRJNA1000596	SAMN37684135	forest soil	forest soil	soil
PRJNA1000596	SAMN37684136	forest soil	forest soil	soil
PRJNA1000596	SAMN37684137	forest soil	forest soil	soil
PRJNA1000596	SAMN37684138	forest soil	forest soil	soil
PRJNA1000596	SAMN37684139	forest soil	forest soil	soil
PRJNA1000596	SAMN37684140	forest soil	forest soil	soil
PRJNA1000596	SAMN37684141	forest soil	forest soil	soil
PRJNA1000596	SAMN37684142	forest soil	forest soil	soil
PRJNA1000596	SAMN37684143	forest soil	forest soil	soil
PRJNA1000596	SAMN37684144	forest soil	forest soil	soil
PRJNA1000596	SAMN37684145	forest soil	forest soil	soil
PRJNA1000596	SAMN37684146	forest soil	forest soil	soil
PRJNA1000596	SAMN37684147	forest soil	forest soil	soil
PRJNA1000596	SAMN37684148	forest soil	forest soil	soil
PRJNA1000596	SAMN37684149	forest soil	forest soil	soil
PRJNA1000596	SAMN37684150	forest soil	forest soil	soil
PRJNA1000596	SAMN37684151	forest soil	forest soil	soil
PRJNA1000596	SAMN37684152	forest soil	forest soil	soil
PRJNA1000596	SAMN37684153	forest soil	forest soil	soil
PRJNA1000596	SAMN37684154	forest soil	forest soil	soil
PRJNA1000596	SAMN37684155	forest soil	forest soil	soil
PRJNA1000596	SAMN37684156	forest soil	forest soil	soil
PRJNA1000596	SAMN37684157	forest soil	forest soil	soil
PRJNA1000596	SAMN37684158	forest soil	forest soil	soil
PRJNA1000596	SAMN37684159	forest soil	forest soil	soil
PRJNA1000596	SAMN37684160	forest soil	forest soil	soil
PRJNA1000596	SAMN37684161	forest soil	forest soil	soil
PRJNA1000596	SAMN37684162	forest soil	forest soil	soil
PRJNA1000596	SAMN37684163	forest soil	forest soil	soil
PRJNA1000596	SAMN37684164	forest soil	forest soil	soil
PRJNA1000596	SAMN37684165	forest soil	forest soil	soil
PRJNA1000596	SAMN37684166	forest soil	forest soil	soil
PRJNA1000596	SAMN37684167	forest soil	forest soil	soil
PRJNA1000596	SAMN37684168	forest soil	forest soil	soil
PRJNA1000596	SAMN37684169	forest soil	forest soil	soil
PRJNA1000596	SAMN37684170	forest soil	forest soil	soil
PRJNA1000596	SAMN37684171	forest soil	forest soil	soil
PRJNA1000596	SAMN37684172	forest soil	forest soil	soil
PRJNA1000596	SAMN37684173	forest soil	forest soil	soil
PRJNA1000596	SAMN37684174	forest soil	forest soil	soil
PRJNA1000596	SAMN37684175	forest soil	forest soil	soil
PRJNA1000596	SAMN37684176	forest soil	forest soil	soil
PRJNA1000596	SAMN37684177	forest soil	forest soil	soil
PRJNA1000596	SAMN37684178	forest soil	forest soil	soil
PRJNA1000596	SAMN37684179	forest soil	forest soil	soil
PRJNA1000596	SAMN37684180	forest soil	forest soil	soil
PRJNA1000596	SAMN37684181	forest soil	forest soil	soil
PRJNA1000596	SAMN37684182	forest soil	forest soil	soil
PRJNA1000596	SAMN37684183	forest soil	forest soil	soil
PRJNA1000596	SAMN37684184	forest soil	forest soil	soil
PRJNA1000596	SAMN37684185	forest soil	forest soil	soil
PRJNA1000596	SAMN37684186	forest soil	forest soil	soil
PRJNA1000596	SAMN37684187	forest soil	forest soil	soil
PRJNA1000596	SAMN37684188	forest soil	forest soil	soil
PRJNA1000596	SAMN37684189	forest soil	forest soil	soil
PRJNA1000596	SAMN37684190	forest soil	forest soil	soil
PRJNA1000596	SAMN37684191	forest soil	forest soil	soil
PRJNA1000596	SAMN37684192	forest soil	forest soil	soil
PRJNA1000596	SAMN37684193	forest soil	forest soil	soil
PRJNA1000596	SAMN37684194	forest soil	forest soil	soil
PRJNA1000596	SAMN37684195	forest soil	forest soil	soil
PRJNA1000596	SAMN37684196	forest soil	forest soil	soil
PRJNA1000596	SAMN37684197	forest soil	forest soil	soil
PRJNA1000596	SAMN37684198	forest soil	forest soil	soil
PRJNA1000596	SAMN37684199	forest soil	forest soil	soil
PRJNA1000596	SAMN37684200	forest soil	forest soil	soil
PRJNA1000596	SAMN37684201	forest soil	forest soil	soil
PRJNA1000596	SAMN37684202	forest soil	forest soil	soil
PRJNA1000596	SAMN37684203	forest soil	forest soil	soil
PRJNA1000596	SAMN37684204	forest soil	forest soil	soil
PRJNA1000596	SAMN37684205	forest soil	forest soil	soil
PRJNA1000596	SAMN37684206	forest soil	forest soil	soil
PRJNA1000596	SAMN37684207	forest soil	forest soil	soil
PRJNA1000596	SAMN37684208	forest soil	forest soil	soil
PRJNA1000596	SAMN37684209	forest soil	forest soil	soil
PRJNA1000596	SAMN37684210	forest soil	forest soil	soil
PRJNA1000596	SAMN37684211	forest soil	forest soil	soil
PRJNA1000596	SAMN37684212	forest soil	forest soil	soil
PRJNA1000596	SAMN37684213	forest soil	forest soil	soil
PRJNA1000596	SAMN37684214	forest soil	forest soil	soil
PRJNA1000596	SAMN37684215	forest soil	forest soil	soil
PRJNA1000596	SAMN37684216	forest soil	forest soil	soil
PRJNA1000596	SAMN37684217	forest soil	forest soil	soil
PRJNA1000596	SAMN37684218	forest soil	forest soil	soil
PRJNA1000596	SAMN37684219	forest soil	forest soil	soil
PRJNA1000596	SAMN37684220	forest soil	forest soil	soil
PRJNA1000596	SAMN37684221	forest soil	forest soil	soil
PRJNA1000596	SAMN37684222	forest soil	forest soil	soil
PRJNA1000596	SAMN37684223	forest soil	forest soil	soil
PRJNA1000596	SAMN37684224	forest soil	forest soil	soil
PRJNA1000596	SAMN37684225	forest soil	forest soil	soil
PRJNA1000596	SAMN37684226	forest soil	forest soil	soil
PRJNA1000596	SAMN37684227	forest soil	forest soil	soil
PRJNA1000596	SAMN37684228	forest soil	forest soil	soil
PRJNA1000596	SAMN37684229	forest soil	forest soil	soil
PRJNA1000596	SAMN37684230	forest soil	forest soil	soil
PRJNA1000596	SAMN37684231	forest soil	forest soil	soil
PRJNA1000596	SAMN37684232	forest soil	forest soil	soil
PRJNA1000596	SAMN37684233	forest soil	forest soil	soil
PRJNA1000596	SAMN37684234	forest soil	forest soil	soil
PRJNA1000596	SAMN37684235	forest soil	forest soil	soil
PRJNA1000596	SAMN37684236	forest soil	forest soil	soil
PRJNA1000596	SAMN37684237	forest soil	forest soil	soil
PRJNA1000596	SAMN37684238	forest soil	forest soil	soil
PRJNA1000596	SAMN37684239	forest soil	forest soil	soil
PRJNA1000596	SAMN37684240	forest soil	forest soil	soil
PRJNA1000596	SAMN37684241	forest soil	forest soil	soil
PRJNA1000596	SAMN37684242	forest soil	forest soil	soil
PRJNA1000596	SAMN37684243	forest soil	forest soil	soil
PRJNA1000596	SAMN37684244	forest soil	forest soil	soil
PRJNA1000596	SAMN37684245	forest soil	forest soil	soil
PRJNA1000596	SAMN37684246	forest soil	forest soil	soil
